#id	gene	chrom	chromStart	chromEnd	strand
cg05754589	AC078778.1,CBX5;HNRNPA1	chr12	54280627	54280629	-
cg11005091	AC078778.1,CBX5;HNRNPA1	chr12	54281627	54281629	-
cg14981132	AC078778.1,HNRNPA1	chr12	54281683	54281685	-
cg23140706	AC078778.1,NFE2	chr12	54295493	54295495	+
cg09303642	AC078778.1,NFE2	chr12	54297033	54297035	+
cg27205791	AC078778.1,COPZ1	chr12	54325295	54325297	-
cg21969640	AC079313.1,AC079313.2;GPR84	chr12	54363792	54363794	-
cg12962778	AC079313.1,AC079313.2;ZNF385A	chr12	54384527	54384529	+
cg09457245	AC079313.1,AC079313.2;ZNF385A	chr12	54384965	54384967	+
cg16770799	AC079313.1,AC079313.2;ITGA5	chr12	54418821	54418823	-
cg16718891	AC079313.1,AC079313.2;ITGA5	chr12	54419370	54419372	+
cg04450876	AC079313.2,GTSF1	chr12	54473160	54473162	+
cg20576002	AC079313.2,GTSF1	chr12	54473868	54473870	-
cg17605084	NCKAP1L	chr12	54497706	54497708	+
cg16509569	NCKAP1L	chr12	54497849	54497851	+
cg13565157	PDE1B	chr12	54549224	54549226	-
cg01316819	PPP1R1A	chr12	54588496	54588498	+
cg17523380	PPP1R1A	chr12	54588858	54588860	+
cg10125195	LACRT	chr12	54634760	54634762	-
cg07643942	LACRT	chr12	54635362	54635364	+
cg13396068	DCD	chr12	54647594	54647596	+
cg25372195	DCD	chr12	54648508	54648510	+
cg17981339	MUCL1	chr12	54853534	54853536	+
cg27160701	MUCL1	chr12	54854639	54854641	+
cg17532978	NEUROD4	chr12	55019609	55019611	+
cg09014354	NEUROD4	chr12	55020093	55020095	+
cg15702701	METTL7B	chr12	55681582	55681584	+
cg02007463	ITGA7	chr12	55707758	55707760	-
cg16360444	ITGA7	chr12	55708396	55708398	+
cg12683929	AC009779.3,BLOC1S1;ITGA7	chr12	55715808	55715810	-
cg08346269	AC009779.3,BLOC1S1;ITGA7	chr12	55716235	55716237	-
cg02192520	AC009779.3,RDH5	chr12	55720370	55720372	-
cg17243643	AC009779.3,RDH5	chr12	55720484	55720486	-
cg01929065	AC009779.2,CD63	chr12	55728849	55728851	+
cg27215108	AC009779.2,CD63	chr12	55729438	55729440	+
cg00344358	GDF11	chr12	55741908	55741910	+
cg15932716	GDF11	chr12	55743538	55743540	-
cg21667943	AC023055.1,ORMDL2;SARNP	chr12	55817158	55817160	-
cg14657159	AC023055.1,ORMDL2;SARNP	chr12	55817351	55817353	-
cg16660717	AC023055.1,ORMDL2;SARNP	chr12	55817996	55817998	+
cg11380624	DNAJC14,TMEM198B	chr12	55829096	55829098	-
cg13887370	DNAJC14,TMEM198B	chr12	55830343	55830345	+
cg16725130	MMP19	chr12	55842862	55842864	+
cg18787783	MMP19	chr12	55843256	55843258	+
cg13634319	DGKA,PYM1	chr12	55929942	55929944	-
cg22876908	DGKA,PYM1	chr12	55931364	55931366	-
cg09106999	CDK2,PMEL	chr12	55966280	55966282	+
cg00129774	CDK2,PMEL	chr12	55966629	55966631	-
cg09304040	CDK2,PMEL	chr12	55966822	55966824	-
cg24914860	AC025162.1,CDK2;PMEL	chr12	55966896	55966898	+
cg22781397	AC025162.1,CDK2;PMEL	chr12	55967002	55967004	-
cg04108502	AC025162.1,CDK2;PMEL	chr12	55967123	55967125	-
cg19615614	AC025162.1,CDK2;PMEL	chr12	55967194	55967196	-
cg24693620	PMEL,RAB5B	chr12	55973904	55973906	-
cg14296129	PMEL,RAB5B	chr12	55974119	55974121	+
cg21554249	RAB5B,SUOX	chr12	55996288	55996290	+
cg06495347	SUOX	chr12	55997666	55997668	-
cg25095951	AC034102.3,RPS26	chr12	56041462	56041464	-
cg07515662	AC034102.3,RPS26	chr12	56042095	56042097	-
cg19258882	ERBB3	chr12	56079020	56079022	-
cg03437318	ERBB3	chr12	56080390	56080392	+
cg09011597	AC034102.2,PA2G4	chr12	56103974	56103976	-
cg06497795	ESYT1,ZC3H10	chr12	56118129	56118131	+
cg05347567	ESYT1,ZC3H10	chr12	56118623	56118625	-
cg11206763	AC034102.6,ESYT1	chr12	56127907	56127909	+
cg21609430	AC034102.6,ESYT1	chr12	56128668	56128670	-
cg23309825	AC034102.5,MYL6B	chr12	56152778	56152780	-
cg25954162	AC034102.5,MYL6B	chr12	56152935	56152937	-
cg07315445	AC034102.5,MYL6;MYL6B	chr12	56158209	56158211	-
cg03184964	AC073896.4,SMARCC2	chr12	56190417	56190419	+
cg16237595	NABP2,RNF41	chr12	56221935	56221937	-
cg05435853	NABP2,RNF41	chr12	56222040	56222042	-
cg22632663	NABP2,RNF41	chr12	56222147	56222149	+
cg15870225	NABP2,RNF41	chr12	56223298	56223300	+
cg08409225	NABP2	chr12	56223952	56223954	-
cg14816013	NABP2	chr12	56224369	56224371	+
cg17709466	NABP2	chr12	56224399	56224401	+
cg25245322	NABP2	chr12	56224411	56224413	+
cg11722639	NABP2	chr12	56224414	56224416	+
cg22591065	NABP2	chr12	56224429	56224431	+
cg02153528	NABP2	chr12	56224863	56224865	-
cg00668685	SLC39A5	chr12	56230767	56230769	-
cg03343942	SLC39A5	chr12	56231324	56231326	+
cg09658438	AC073896.1,AC073896.2;CS	chr12	56299769	56299771	+
cg10878896	AC073896.1,AC073896.2;CS	chr12	56300664	56300666	-
cg15417900	AC073896.1,AC073896.2;CNPY2;PAN2	chr12	56316311	56316313	-
cg15035273	IL23A,PAN2	chr12	56333726	56333728	-
cg26265187	IL23A,PAN2	chr12	56335195	56335197	+
cg00294382	IL23A	chr12	56338936	56338938	+
cg21800439	STAT2	chr12	56360101	56360103	-
cg05388361	STAT2	chr12	56360453	56360455	+
cg00819696	TIMELESS	chr12	56449231	56449233	-
cg22580905	MIP,TIMELESS	chr12	56449502	56449504	-
cg03986640	AC097104.1,MIP	chr12	56454570	56454572	-
cg15536242	AC097104.1,MIP	chr12	56454805	56454807	+
cg16523471	AC097104.1,MIP;SPRYD4	chr12	56468361	56468363	-
cg12264551	AC097104.1,MIP;SPRYD4	chr12	56468585	56468587	+
cg20877313	AC097104.1,GLS2	chr12	56487968	56487970	+
cg14679587	AC097104.1,GLS2	chr12	56488539	56488541	+
cg23002907	RBMS2	chr12	56521808	56521810	+
cg07589355	RBMS2	chr12	56522057	56522059	-
cg25683012	BAZ2A	chr12	56636328	56636330	-
cg14634319	BAZ2A	chr12	56636665	56636667	-
cg17616707	ATP5F1B,SNORD59A	chr12	56646037	56646039	-
cg22012054	ATP5F1B,SNORD59A	chr12	56646110	56646112	+
cg05872485	PTGES3	chr12	56687401	56687403	-
cg07281688	PTGES3	chr12	56688657	56688659	-
cg24165720	AC117378.1,NACA	chr12	56724511	56724513	+
cg20482364	AC117378.1,NACA	chr12	56724888	56724890	-
cg04413986	AC117378.1,NACA	chr12	56725588	56725590	-
cg24269846	HSD17B6,PRIM1	chr12	56752302	56752304	+
cg19847271	HSD17B6,PRIM1	chr12	56752547	56752549	-
cg21922731	HSD17B6	chr12	56763345	56763347	-
cg02658214	SDR9C7	chr12	56934179	56934181	+
cg13446622	SDR9C7	chr12	56934621	56934623	-
cg19824441	GPR182	chr12	56994527	56994529	-
cg24167841	GPR182	chr12	56995256	56995258	+
cg00472136	TAC3	chr12	57016819	57016821	+
cg10215079	TAC3	chr12	57017003	57017005	+
cg09541248	MYO1A	chr12	57049837	57049839	-
cg01514487	MYO1A	chr12	57050262	57050264	-
cg23912823	NAB2,NEMP1	chr12	57088119	57088121	-
cg17639059	NAB2,NEMP1	chr12	57089324	57089326	-
cg01063813	STAT6	chr12	57111164	57111166	-
cg20779414	STAT6	chr12	57112098	57112100	+
cg02131399	LRP1,STAT6	chr12	57127371	57127373	+
cg26678313	LRP1,STAT6	chr12	57128083	57128085	-
cg07159490	NXPH4	chr12	57216294	57216296	+
cg11468462	NXPH4	chr12	57216902	57216904	-
cg09215553	AC137834.2,SHMT2	chr12	57229637	57229639	-
cg23588553	AC137834.2,SHMT2	chr12	57229915	57229917	+
cg23240961	NDUFA4L2	chr12	57240626	57240628	-
cg21878918	NDUFA4L2	chr12	57240978	57240980	-
cg25189085	AC137834.1,STAC3	chr12	57250874	57250876	-
cg14747072	AC137834.1,STAC3	chr12	57251324	57251326	-
cg00364814	AC137834.1,R3HDM2	chr12	57297671	57297673	+
cg08640498	INHBC	chr12	57434731	57434733	+
cg03399971	INHBC	chr12	57435063	57435065	-
cg22630748	INHBE	chr12	57455086	57455088	+
cg20664201	INHBE	chr12	57455486	57455488	-
cg21660687	AC022506.2,GLI1	chr12	57459612	57459614	+
cg06616245	AC022506.2,GLI1	chr12	57460452	57460454	+
cg24779015	ARHGAP9,MARS1	chr12	57487266	57487268	-
cg24141135	ARHGAP9,MARS1	chr12	57488140	57488142	+
cg14338062	ARHGAP9,MARS1	chr12	57489495	57489497	-
cg02224164	ARHGAP9,MARS1	chr12	57489531	57489533	+
cg15021531	AC022506.1,DDIT3;MBD6;MIR616	chr12	57520144	57520146	-
cg17703658	AC022506.1,DDIT3;MBD6;MIR616	chr12	57520568	57520570	-
cg25107978	DDIT3,MBD6	chr12	57522787	57522789	-
cg27633903	MBD6	chr12	57523422	57523424	+
cg19226593	DCTN2,KIF5A	chr12	57546660	57546662	+
cg10058540	DCTN2,KIF5A	chr12	57547366	57547368	-
cg18628483	KIF5A	chr12	57549542	57549544	-
cg04270799	KIF5A	chr12	57550275	57550277	-
cg25133016	PIP4K2C	chr12	57590935	57590937	-
cg05876918	PIP4K2C	chr12	57591450	57591452	-
cg11452221	ARHGEF25	chr12	57611046	57611048	+
cg02364642	ARHGEF25	chr12	57611974	57611976	+
cg12883767	AC025165.1,AC025165.6;SLC26A10	chr12	57619325	57619327	-
cg14371590	AC025165.1,AC025165.6;SLC26A10	chr12	57620131	57620133	-
cg24009736	B4GALNT1	chr12	57632558	57632560	-
cg09163317	B4GALNT1	chr12	57633413	57633415	-
cg18357645	OS9	chr12	57693992	57693994	+
cg14789804	AC025165.2,OS9	chr12	57694174	57694176	-
cg22199080	AGAP2,TSPAN31	chr12	57742049	57742051	-
cg17611475	AGAP2,TSPAN31	chr12	57743395	57743397	+
cg10018778	TSPAN31	chr12	57744618	57744620	+
cg22490255	TSPAN31	chr12	57745165	57745167	-
cg16807911	CDK4	chr12	57752134	57752136	-
cg09504352	CDK4	chr12	57752502	57752504	-
cg04905829	CYP27B1	chr12	57767127	57767129	+
cg18413900	CYP27B1	chr12	57767205	57767207	+
cg08881519	AC025165.3,EEF1AKMT3;METTL1	chr12	57771761	57771763	+
cg13289561	AC025165.3,EEF1AKMT3;METTL1	chr12	57772868	57772870	+
cg23106559	AC025165.3,EEF1AKMT3	chr12	57773699	57773701	-
cg04819539	AC025165.3,EEF1AKMT3	chr12	57773766	57773768	-
cg23970338	AC025165.3,TSFM	chr12	57782699	57782701	+
cg06191990	AC025165.3,TSFM	chr12	57782856	57782858	-
cg19985911	AVIL	chr12	57815890	57815892	-
cg06317209	AVIL	chr12	57817094	57817096	+
cg11762629	CTDSP2	chr12	57846392	57846394	+
cg02732509	CTDSP2	chr12	57847416	57847418	+
cg10708905	AC068305.2,LRIG3	chr12	58920101	58920103	+
cg11625946	AC068305.2,LRIG3	chr12	58920481	58920483	+
cg21415080	AC108721.2	chr12	59353569	59353571	-
cg11871280	SLC16A7	chr12	59688256	59688258	-
cg15736338	TAFA2	chr12	62192643	62192645	-
cg06438300	TAFA2	chr12	62192805	62192807	-
cg02460120	MIR6125,TAFA2;USP15	chr12	62260054	62260056	+
cg12304441	MIR6125,TAFA2;USP15	chr12	62260084	62260086	-
cg12823748	MIR6125,TAFA2;USP15	chr12	62260298	62260300	-
cg18915437	TAFA2,USP15	chr12	62260463	62260465	-
cg02776251	TAFA2,USP15	chr12	62260537	62260539	-
cg21544377	AC048341.1,AC048341.2;LINC01465;MIRLET7I	chr12	62603322	62603324	+
cg14108394	AC048341.1,AC048341.2;LINC01465;MIRLET7I	chr12	62603510	62603512	+
cg25217357	AC048341.1,AC048341.2;LINC01465	chr12	62603789	62603791	+
cg26706003	AC135584.1,AVPR1A	chr12	63152482	63152484	+
cg21137706	AC084357.2,RXYLT1	chr12	63779523	63779525	-
cg21796825	AC084357.2,RXYLT1	chr12	63779970	63779972	+
cg19191401	SRGAP1	chr12	63844757	63844759	-
cg07973246	SRGAP1	chr12	63844938	63844940	+
cg04466273	AC135279.3,TBK1	chr12	64451775	64451777	-
cg21722680	AC135279.3,TBK1	chr12	64452429	64452431	+
cg07915282	AC078962.4,RASSF3	chr12	64609339	64609341	+
cg12157010	RASSF3	chr12	64611177	64611179	+
cg21935292	AC078815.1,GNS;TBC1D30	chr12	64759150	64759152	-
cg00626466	AC078815.1,GNS;TBC1D30	chr12	64760201	64760203	-
cg19427610	WIF1	chr12	65121250	65121252	-
cg20098478	WIF1	chr12	65122081	65122083	-
cg11814446	LEMD3	chr12	65169215	65169217	-
cg03217102	LEMD3	chr12	65169705	65169707	-
cg07641524	MSRB3	chr12	65278624	65278626	-
cg20430063	MSRB3	chr12	65279107	65279109	-
cg20088964	HMGA2,RPSAP52	chr12	65823651	65823653	-
cg03251079	HMGA2,RPSAP52	chr12	65824504	65824506	+
cg10654016	AC078927.1,LLPH;LLPH-DT	chr12	66130630	66130632	-
cg14281160	AC078927.1,LLPH;LLPH-DT	chr12	66131162	66131164	+
cg20395892	IRAK3	chr12	66188999	66189001	+
cg07914866	IRAK3	chr12	66189650	66189652	+
cg04982748	HELB	chr12	66302502	66302504	-
cg09412715	HELB	chr12	66302755	66302757	+
cg24694549	GRIP1	chr12	66678988	66678990	+
cg09414535	GRIP1	chr12	66679241	66679243	-
cg16896371	CAND1	chr12	67268808	67268810	-
cg04956790	CAND1	chr12	67269445	67269447	+
cg21281799	DYRK2	chr12	67647541	67647543	-
cg22621695	DYRK2	chr12	67649018	67649020	+
cg26227465	IFNG,IFNG-AS1	chr12	68159796	68159798	-
cg25697314	IFNG-AS1,IL26	chr12	68225775	68225777	-
cg08338368	IFNG-AS1,IL26	chr12	68227145	68227147	+
cg26333641	IL22	chr12	68253234	68253236	-
cg11160386	MDM1	chr12	68332151	68332153	+
cg23926526	MDM1	chr12	68332829	68332831	+
cg21211608	RAP1B	chr12	68610489	68610491	-
cg15092544	RAP1B	chr12	68610889	68610891	-
cg07220442	AC090061.1,NUP107	chr12	68686854	68686856	+
cg10396470	AC090061.1,NUP107	chr12	68687112	68687114	+
cg08810582	SLC35E3	chr12	68745869	68745871	-
cg20360244	SLC35E3	chr12	68746284	68746286	+
cg15434599	MDM2	chr12	68807882	68807884	-
cg12504957	MDM2	chr12	68808279	68808281	-
cg02266731	CPM	chr12	68963552	68963554	+
cg20932053	CPM	chr12	68964312	68964314	-
cg23920917	CPSF6	chr12	69239271	69239273	-
cg16097772	LYZ	chr12	69348451	69348453	+
cg19645103	YEATS4	chr12	69359825	69359827	+
cg24635866	CCT2,MIR3913-1	chr12	69585382	69585384	+
cg17277939	BEST3	chr12	69699227	69699229	-
cg07618900	BEST3	chr12	69699569	69699571	-
cg06362985	AC025263.1,RAB3IP	chr12	69738427	69738429	+
cg23197881	AC025263.1,RAB3IP	chr12	69739640	69739642	+
cg10464585	CNOT2,PRANCR	chr12	70242710	70242712	+
cg16482226	CNOT2,PRANCR	chr12	70244011	70244013	-
cg23096553	KCNMB4	chr12	70366089	70366091	+
cg10778619	KCNMB4	chr12	70367026	70367028	-
cg17080277	PTPRB	chr12	70609795	70609797	-
cg23694248	PTPRR	chr12	70920534	70920536	+
cg03928182	PTPRR	chr12	70920881	70920883	-
cg15684563	TSPAN8	chr12	71158407	71158409	+
cg12965512	TSPAN8	chr12	71158555	71158557	-
cg13435381	LGR5,TSPAN8	chr12	71439236	71439238	-
cg24373760	LGR5,TSPAN8	chr12	71440456	71440458	+
cg11821147	THAP2,ZFC3H1	chr12	71663981	71663983	+
cg16909364	THAP2,ZFC3H1	chr12	71664196	71664198	+
cg04969878	AC073612.1,TMEM19	chr12	71685459	71685461	+
cg24606773	RAB21	chr12	71754706	71754708	-
cg23943801	RAB21	chr12	71755248	71755250	-
cg01817029	TRHDE,TRHDE-AS1	chr12	72271729	72271731	+
cg13663218	TRHDE,TRHDE-AS1	chr12	72273195	72273197	-
cg18573383	KCNC2	chr12	75209620	75209622	+
cg11631518	KCNC2	chr12	75209804	75209806	+
cg07684809	AC121761.2,CAPS2;GLIPR1L1	chr12	75334431	75334433	+
cg21087137	AC121761.2,CAPS2;GLIPR1L1	chr12	75334688	75334690	+
cg02789485	CAPS2,GLIPR1L2	chr12	75389647	75389649	+
cg20291222	CAPS2,GLIPR1L2	chr12	75390760	75390762	+
cg15942481	CAPS2,GLIPR1L2	chr12	75391449	75391451	+
cg16521028	GLIPR1	chr12	75480633	75480635	-
cg03389111	KRR1	chr12	75511591	75511593	-
cg26577178	KRR1	chr12	75511823	75511825	+
cg02947222	AC011611.4,PHLDA1	chr12	76031733	76031735	-
cg27182761	AC011611.4,PHLDA1	chr12	76032812	76032814	-
cg20095338	NAP1L1	chr12	76084621	76084623	+
cg07656304	NAP1L1	chr12	76085367	76085369	-
cg10027114	BBS10	chr12	76348316	76348318	-
cg26248486	BBS10	chr12	76348580	76348582	+
cg23262918	OSBPL8	chr12	76559355	76559357	-
cg17841529	OSBPL8	chr12	76559931	76559933	-
cg14957086	AC124784.1,CSRP2	chr12	76878271	76878273	+
cg00331237	AC124784.1,CSRP2	chr12	76879538	76879540	+
cg04410862	E2F7	chr12	77065310	77065312	+
cg08610361	E2F7	chr12	77066104	77066106	+
cg20217872	NAV3	chr12	77830699	77830701	-
cg22333868	SYT1	chr12	79217574	79217576	-
cg09418283	AC073569.2,PAWR	chr12	79690937	79690939	+
cg00864867	AC073569.2,PAWR	chr12	79691487	79691489	-
cg23536300	PPP1R12A,PPP1R12A-AS1	chr12	79934741	79934743	+
cg24979630	PPP1R12A,PPP1R12A-AS1	chr12	79935518	79935520	+
cg09111484	OTOGL	chr12	80355870	80355872	-
cg22367264	OTOGL	chr12	80355884	80355886	-
cg26711820	MYF6	chr12	80707909	80707911	-
cg26207503	MYF5	chr12	80716969	80716971	+
cg21126707	MYF5	chr12	80717232	80717234	-
cg05647859	ACSS3,LIN7A	chr12	80937938	80937940	+
cg00354572	ACSS3	chr12	81077639	81077641	+
cg01283289	ACSS3	chr12	81078397	81078399	+
cg00685836	PPFIA2	chr12	81759476	81759478	+
cg24719984	PPFIA2	chr12	81759684	81759686	+
cg14495243	CCDC59,METTL25	chr12	82358225	82358227	+
cg13159566	CCDC59,METTL25	chr12	82359107	82359109	-
cg25638984	AC091214.1,TMTC2	chr12	82687050	82687052	+
cg17415555	AC091214.1,TMTC2	chr12	82687609	82687611	-
cg14449051	SLC6A15	chr12	84912694	84912696	+
cg03064067	SLC6A15	chr12	84913136	84913138	-
cg14116122	ALX1	chr12	85280105	85280107	+
cg02409351	ALX1	chr12	85280243	85280245	-
cg08888956	NTS	chr12	85874060	85874062	-
cg04916911	NTS	chr12	85874375	85874377	-
cg18344063	AC010196.1,MGAT4C	chr12	86838733	86838735	+
cg13976438	C12orf50	chr12	88029298	88029300	+
cg07520161	CEP290,TMTC3	chr12	88142202	88142204	-
cg07990939	CEP290,TMTC3	chr12	88142632	88142634	-
cg25741452	AC024941.2,KITLG;RNU1-117P	chr12	88580383	88580385	+
cg18422443	AC024941.2,KITLG;RNU1-117P	chr12	88580608	88580610	-
cg26703664	AC010201.3,AC024909.1;DUSP6	chr12	89352480	89352482	-
cg18081750	AC010201.3,AC024909.1;DUSP6	chr12	89352640	89352642	-
cg16606638	GALNT4,POC1B;POC1B-AS1;POC1B-GALNT4	chr12	89524443	89524445	-
cg16870320	GALNT4,POC1B;POC1B-AS1;POC1B-GALNT4	chr12	89526122	89526124	-
cg10501629	ATP2B1	chr12	89655782	89655784	+
cg24171152	ATP2B1	chr12	89657465	89657467	+
cg11768416	CCER1	chr12	90954919	90954921	-
cg10967280	CCER1	chr12	90955221	90955223	+
cg13798376	EPYC	chr12	91006339	91006341	+
cg10094277	KERA	chr12	91058109	91058111	+
cg10401088	LUM	chr12	91111419	91111421	+
cg10634424	NA	chr12	91113115	91113117	-
cg04088433	DCN	chr12	91182663	91182665	-
cg04211745	AC025164.1,BTG1	chr12	92145798	92145800	-
cg13333141	AC025164.1,BTG1	chr12	92145910	92145912	-
cg09259332	EEA1	chr12	92928750	92928752	-
cg09848198	EEA1	chr12	92929720	92929722	-
cg06392241	AC124947.1,NUDT4	chr12	93377569	93377571	-
cg11957880	UBE2N	chr12	93442162	93442164	+
cg18116253	UBE2N	chr12	93442514	93442516	-
cg20425293	MRPL42	chr12	93467370	93467372	+
cg15127806	MRPL42	chr12	93467641	93467643	+
cg15125424	SOCS2,SOCS2-AS1	chr12	93569577	93569579	+
cg24117442	SOCS2,SOCS2-AS1	chr12	93569727	93569729	+
cg08002996	SOCS2,SOCS2-AS1	chr12	93569824	93569826	-
cg19007602	SOCS2,SOCS2-AS1	chr12	93569826	93569828	-
cg01882179	SOCS2,SOCS2-AS1	chr12	93570876	93570878	+
cg06831658	SOCS2,SOCS2-AS1	chr12	93571273	93571275	+
cg07215749	SOCS2,SOCS2-AS1	chr12	93571698	93571700	+
cg12275348	SOCS2,SOCS2-AS1	chr12	93572268	93572270	+
cg11225410	SOCS2,SOCS2-AS1	chr12	93572540	93572542	+
cg22125370	SOCS2,SOCS2-AS1	chr12	93572708	93572710	-
cg04797323	SOCS2,SOCS2-AS1	chr12	93573201	93573203	+
cg11738543	SOCS2	chr12	93573448	93573450	-
cg23412850	SOCS2	chr12	93573610	93573612	-
cg06630241	SOCS2	chr12	93573934	93573936	+
cg04117338	CRADD	chr12	93677373	93677375	+
cg07498421	CRADD	chr12	93677446	93677448	+
cg22192762	PLXNC1	chr12	94149001	94149003	-
cg02639007	CEP83,CEP83-DT	chr12	94459568	94459570	-
cg07118243	CEP83,CEP83-DT	chr12	94460217	94460219	+
cg01065920	NDUFA12	chr12	95003548	95003550	-
cg22141781	NDUFA12	chr12	95003927	95003929	-
cg19824362	NR2C1	chr12	95073745	95073747	-
cg16909124	NR2C1	chr12	95073747	95073749	-
cg23480499	METAP2	chr12	95473789	95473791	+
cg19510484	METAP2	chr12	95474267	95474269	-
cg03453449	PGAM1P5,USP44	chr12	95551343	95551345	+
cg04488758	PGAM1P5,USP44	chr12	95551589	95551591	+
cg16829450	NTN4	chr12	95790241	95790243	-
cg07461318	NTN4	chr12	95791186	95791188	+
cg18627852	AC090001.1,SNRPF	chr12	95858823	95858825	-
cg05780616	AC090001.1,SNRPF	chr12	95858985	95858987	+
cg25229172	AMDHD1,CCDC38	chr12	95942342	95942344	+
cg20203596	AMDHD1,CCDC38	chr12	95943225	95943227	+
cg18392482	AMDHD1	chr12	95944232	95944234	-
cg07236190	AMDHD1	chr12	95944259	95944261	-
cg27246571	AC007298.2,HAL	chr12	95995809	95995811	+
cg21682902	AC007298.2,HAL	chr12	95997181	95997183	+
cg26240353	LTA4H	chr12	96035492	96035494	-
cg08965324	LTA4H	chr12	96036048	96036050	+
cg26911787	ELK3	chr12	96193955	96193957	-
cg15652120	ELK3	chr12	96194431	96194433	-
cg12888961	CDK17	chr12	96400441	96400443	-
cg17641104	CDK17	chr12	96400468	96400470	-
cg18777554	CFAP54	chr12	96648878	96648880	-
cg07549630	NEDD1	chr12	96907043	96907045	+
cg14031452	NEDD1	chr12	96907756	96907758	+
cg03415518	AC007351.2,AC007351.3;MIR1251;RMST	chr12	97491950	97491952	+
cg04303901	AC007351.2,AC007351.3;AC007351.4;RMST	chr12	97492533	97492535	-
cg23264519	TMPO,TMPO-AS1	chr12	98515160	98515162	+
cg11625178	TMPO,TMPO-AS1	chr12	98515655	98515657	+
cg17263089	PPIAP8,SLC25A3	chr12	98592402	98592404	-
cg11694641	SLC25A3	chr12	98594182	98594184	+
cg19196182	APAF1,IKBIP	chr12	98644267	98644269	+
cg07865790	APAF1,IKBIP	chr12	98644511	98644513	-
cg17525003	APAF1,IKBIP	chr12	98644791	98644793	-
cg14872956	APAF1,IKBIP	chr12	98645236	98645238	+
cg00210842	APAF1,IKBIP	chr12	98645799	98645801	-
cg04282622	ANKS1B,FAM71C	chr12	99647143	99647145	+
cg13338132	ANKS1B,FAM71C	chr12	99648205	99648207	-
cg27476329	GOLGA2P5	chr12	100173176	100173178	-
cg09464487	AC010203.1,ACTR6	chr12	100199644	100199646	+
cg02741744	AC010203.1,ACTR6	chr12	100200955	100200957	-
cg25516544	DEPDC4,SCYL2	chr12	100267037	100267039	+
cg02874605	DEPDC4,SCYL2	chr12	100267999	100268001	-
cg06563300	SLC17A8	chr12	100357032	100357034	+
cg06836849	SLC17A8	chr12	100357272	100357274	-
cg15381313	NR1H4	chr12	100473730	100473732	+
cg23256150	NR1H4	chr12	100473979	100473981	+
cg27529628	GAS2L3	chr12	100573440	100573442	+
cg16653538	GAS2L3	chr12	100573830	100573832	+
cg16005224	SLC5A8	chr12	101209395	101209397	-
cg05063104	SLC5A8	chr12	101209550	101209552	-
cg10141715	SLC5A8	chr12	101209674	101209676	+
cg20740029	SLC5A8	chr12	101210056	101210058	-
cg05722918	SLC5A8	chr12	101210150	101210152	-
cg16178491	SLC5A8	chr12	101210217	101210219	+
cg12135976	SLC5A8	chr12	101210368	101210370	-
cg22051763	UTP20	chr12	101279893	101279895	-
cg05361811	UTP20	chr12	101280259	101280261	-
cg08132767	ARL1	chr12	101407462	101407464	-
cg20866788	ARL1	chr12	101408237	101408239	+
cg01917648	SPIC	chr12	101477558	101477560	-
cg24781100	MYBPC1	chr12	101594320	101594322	+
cg12213457	AC010205.1,CHPT1	chr12	101697201	101697203	+
cg12924262	AC010205.1,CHPT1	chr12	101697275	101697277	+
cg01127428	CHPT1,SYCP3	chr12	101739261	101739263	-
cg10935064	CHPT1,SYCP3	chr12	101739568	101739570	+
cg06554542	GNPTAB	chr12	101830596	101830598	-
cg00136105	GNPTAB	chr12	101831132	101831134	-
cg08085165	NUP37	chr12	102117632	102117634	+
cg02806658	NUP37,PARPBP	chr12	102119813	102119815	-
cg05727959	NUP37,PARPBP	chr12	102120296	102120298	-
cg03535648	HELLPAR,PMCH	chr12	102198700	102198702	-
cg01305421	IGF1	chr12	102480507	102480509	-
cg15963417	PAH	chr12	102917521	102917523	-
cg24759821	PAH	chr12	102917683	102917685	+
cg20053158	ASCL1,PAH	chr12	102957427	102957429	-
cg14883392	ASCL1,PAH	chr12	102957738	102957740	-
cg15977278	AC012555.1,NT5DC3	chr12	103841196	103841198	-
cg06462291	AC012555.1,NT5DC3	chr12	103841700	103841702	+
cg16085042	HSP90B1,MIR3652;TTC41P	chr12	103930178	103930180	-
cg22699062	HSP90B1,TTC41P	chr12	103930587	103930589	+
cg11207379	C12orf73,TDG	chr12	103965636	103965638	-
cg03923277	C12orf73,TDG	chr12	103965953	103965955	+
cg07328579	GLT8D2	chr12	104049991	104049993	-
cg21988041	GLT8D2	chr12	104050281	104050283	+
cg02246665	GLT8D2,HCFC2	chr12	104064227	104064229	+
cg18759110	GLT8D2,HCFC2	chr12	104065005	104065007	-
cg25544551	NFYB	chr12	104138112	104138114	-
cg10954182	NFYB	chr12	104138598	104138600	-
cg21081852	TXNRD1	chr12	104286913	104286915	+
cg21226225	TXNRD1	chr12	104286963	104286965	+
cg26843567	NA	chr12	104452502	104452504	+
cg27149093	SLC41A2	chr12	104928597	104928599	+
cg23855818	SLC41A2	chr12	104929617	104929619	-
cg01643284	AC078874.1,APPL2;C12orf75	chr12	105235976	105235978	+
cg14127958	AC078874.1,APPL2;C12orf75	chr12	105236280	105236282	+
cg21768899	C12orf75	chr12	105330647	105330649	+
cg26940261	C12orf75	chr12	105331333	105331335	-
cg23555120	NUAK1	chr12	106140084	106140086	+
